sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.792;-7.788;5.732;-1.36;-7.577;6.076;-0.346;-0.272;-0.155;-0.017;-0.272;0.184;9.0;-61.7;54.3;32.6;37.6;50.6;12.5;3.0;1006.3;35.64;42.10507;-87.84013;529.0;NaN;;13.4;44.04194;60.0;8 / 22;44025;2019-02-26 07:38:54:003
-1.59;-7.9;5.807;-1.318;-7.547;6.121;-0.261;-0.303;-0.285;0.0;-0.244;0.162;11.0;-60.4;55.7;34.7;35.5;50.4;12.2;3.0;1006.3;35.64;42.10507;-87.84013;529.0;NaN;;17.9;44.04194;35.2;8 / 22;44526;2019-02-26 07:38:54:504
-1.306;-7.672;6.048;-1.28;-7.516;6.168;0.26;-0.257;-0.201;-0.012;-0.183;0.143;9.0;-58.3;56.8;35.5;34.1;50.1;11.9;3.0;1006.3;35.64;42.10507;-87.84013;529.0;NaN;;17.9;44.04194;35.2;8 / 22;45025;2019-02-26 07:38:55:003
-1.292;-7.513;6.359;-1.346;-7.471;6.208;0.073;0.008;0.159;0.002;-0.133;0.139;11.0;-56.0;57.2;37.0;32.5;49.9;12.3;3.0;1006.3;35.64;42.10507;-87.84013;529.0;NaN;;19.7;44.04194;21.8;8 / 22;45525;2019-02-26 07:38:55:503
-1.433;-7.722;5.845;-1.364;-7.477;6.197;0.08;-0.227;-0.43;-0.011;-0.115;0.093;9.0;-53.9;57.0;37.4;31.6;49.2;12.2;3.0;1006.3;35.64;42.10507;-87.84013;529.0;NaN;;19.7;44.04194;21.8;8 / 22;46026;2019-02-26 07:38:56:004
-0.784;-7.839;5.962;-1.116;-7.707;5.96;0.107;-0.056;-0.129;-0.009;-0.057;0.06;11.0;-52.9;57.4;37.6;31.3;51.6;11.5;3.0;1006.3;35.64;42.10507;-87.84013;529.0;NaN;;23.5;44.04194;9.9;8 / 22;46526;2019-02-26 07:38:56:504
-0.605;-8.019;6.146;-0.798;-7.739;5.97;0.013;-0.168;0.171;0.007;-0.027;0.029;9.0;-52.5;57.8;37.7;32.9;52.2;8.2;3.0;1006.3;35.64;42.10507;-87.84013;529.0;NaN;;23.5;44.04194;9.9;8 / 22;47025;2019-02-26 07:38:57:003
-1.296;-7.488;6.2;-0.892;-7.718;5.984;0.266;0.039;0.212;0.006;-0.039;0.033;11.0;-52.6;58.1;37.6;33.6;52.0;7.9;3.0;1006.2;35.64;42.10507;-87.84013;525.8;NaN;;26.0;44.04194;6.7;8 / 22;47526;2019-02-26 07:38:57:504
-0.287;-7.373;6.172;-0.977;-7.638;6.073;-0.413;0.138;-0.091;-0.01;-0.04;0.044;7.0;-51.8;57.9;38.2;32.1;51.3;9.2;3.0;1006.3;35.64;42.10507;-87.84013;525.8;NaN;;26.0;44.04194;6.7;8 / 22;48026;2019-02-26 07:38:58:004
-0.153;-7.383;6.078;-0.771;-7.623;6.121;0.618;0.241;-0.043;-0.005;-0.016;0.026;7.0;-51.5;58.3;38.1;32.9;51.0;7.2;3.0;1006.2;35.64;42.10507;-87.84013;525.8;NaN;;28.4;44.04194;4.7;8 / 22;48525;2019-02-26 07:38:58:503
-0.17;-7.96;6.0;-0.778;-7.632;6.109;-0.091;-0.053;-0.037;-0.006;-0.021;0.026;9.0;-51.4;58.3;37.8;32.8;51.1;7.3;3.0;1006.3;35.64;42.10507;-87.84013;525.8;NaN;;28.4;44.04194;4.7;8 / 22;49026;2019-02-26 07:38:59:004
-0.617;-7.41;5.902;-0.808;-7.63;6.108;0.202;0.017;-0.186;-0.015;-0.011;0.034;9.0;-50.6;58.3;37.9;32.7;51.1;7.5;3.0;1006.3;35.64;42.10507;-87.84013;525.8;NaN;;32.1;44.04194;2.6;8 / 22;49525;2019-02-26 07:38:59:503
-0.839;-7.695;5.959;-0.797;-7.592;6.156;0.545;0.145;-0.137;0.049;-0.001;-0.009;9.0;-50.0;57.9;37.4;32.2;51.1;8.0;3.0;1006.2;35.64;42.10507;-87.84013;525.8;NaN;;32.1;44.04194;2.6;8 / 22;50025;2019-02-26 07:39:00:003
-0.614;-7.52;5.55;-0.582;-7.693;6.054;0.232;0.267;-0.277;0.011;0.009;0.0;11.0;-50.8;58.1;37.3;34.5;51.3;5.4;3.0;1006.2;35.64;42.10507;-87.84013;525.8;NaN;;34.6;44.04194;1.5;8 / 22;50525;2019-02-26 07:39:00:503
-1.269;-6.791;5.236;-0.647;-7.81;5.896;-0.384;0.325;0.072;0.016;-0.005;0.027;9.0;-50.4;58.1;37.2;33.9;52.6;5.7;3.0;1006.2;35.64;42.10507;-87.84013;525.8;NaN;;34.6;44.04194;1.5;8 / 22;51025;2019-02-26 07:39:01:003
-0.147;-7.458;5.701;-0.679;-7.815;5.886;0.532;0.357;-0.185;0.002;-0.016;0.01;11.0;-51.0;58.0;37.2;33.9;52.8;6.6;3.0;1006.2;35.64;42.10507;-87.84013;525.8;NaN;;36.6;44.04194;1.6;8 / 22;51525;2019-02-26 07:39:01:503
-0.909;-7.72;5.871;-0.706;-7.808;5.891;-0.1;-0.45;0.077;-0.005;-0.007;0.01;11.0;-50.1;58.0;37.2;33.2;52.8;6.9;3.0;1006.2;35.64;42.10507;-87.84013;525.8;NaN;;36.6;44.04194;1.6;8 / 22;52025;2019-02-26 07:39:02:003
-0.382;-8.112;5.356;-0.693;-7.926;5.733;-0.005;0.073;-0.462;-0.023;-0.007;0.012;7.0;-50.7;58.1;37.4;33.9;53.3;6.8;3.0;1006.2;35.64;42.10507;-87.84013;522.6;NaN;;38.1;44.04194;0.8;8 / 22;52526;2019-02-26 07:39:02:504
-0.669;-8.314;5.526;-0.551;-8.108;5.489;0.736;0.044;-0.024;-0.01;0.01;0.004;9.0;-50.2;58.1;37.4;33.9;55.4;6.4;3.0;1006.2;35.64;42.10507;-87.84013;522.6;NaN;;38.1;44.04194;0.8;8 / 22;53025;2019-02-26 07:39:03:003
-0.767;-8.059;5.295;-0.488;-8.167;5.406;-0.004;0.044;-0.011;-0.002;0.0;-0.005;9.0;-49.6;58.2;38.3;34.5;56.3;5.2;3.0;1006.2;35.64;42.10507;-87.84013;522.6;NaN;;38.3;44.04194;359.9;8 / 22;53525;2019-02-26 07:39:03:503
-0.468;-7.942;5.209;-0.413;-8.188;5.381;0.886;0.006;0.179;0.006;-0.007;-0.017;9.0;-50.5;58.4;38.6;35.2;56.7;4.5;3.0;1006.2;35.64;42.10507;-87.84013;522.6;NaN;;38.3;44.04194;359.9;8 / 22;54026;2019-02-26 07:39:04:004
-0.438;-7.938;5.25;-0.385;-8.193;5.375;0.351;-0.021;-0.047;0.002;-0.004;-0.004;9.0;-50.3;57.7;37.7;35.3;56.7;4.2;3.0;1006.2;35.64;42.10507;-87.84013;522.6;NaN;;37.8;44.04194;0.4;8 / 22;54525;2019-02-26 07:39:04:503
-0.389;-8.453;4.527;-0.303;-8.447;4.972;-0.341;-0.179;-0.337;0.002;-0.006;0.011;11.0;-50.3;57.2;37.9;36.2;58.4;3.7;3.0;1006.2;35.64;42.10507;-87.84013;522.6;NaN;;37.8;44.04194;0.4;8 / 22;55026;2019-02-26 07:39:05:004
-0.425;-8.504;4.383;-0.269;-8.6;4.704;0.691;-0.233;-0.171;-0.021;0.006;0.007;11.0;-50.3;56.9;37.3;37.5;60.9;3.2;3.0;1006.2;35.64;42.10507;-87.84013;519.4;NaN;;36.8;44.04194;0.2;8 / 22;55525;2019-02-26 07:39:05:503
-0.17;-8.843;4.434;-0.265;-8.659;4.595;0.095;-0.184;-0.161;0.005;0.005;0.01;9.0;-50.1;57.1;37.6;37.2;62.0;3.3;3.0;1006.3;35.64;42.10507;-87.84013;519.4;NaN;;36.8;44.04194;0.2;8 / 22;56027;2019-02-26 07:39:06:005
0.213;-9.093;4.462;-0.273;-8.715;4.489;0.057;0.019;-0.132;-0.01;-0.009;0.01;9.0;-50.3;57.1;37.6;37.4;62.5;3.3;3.0;1006.3;35.64;42.10507;-87.84013;516.1;NaN;;33.3;44.04194;0.2;8 / 22;56525;2019-02-26 07:39:06:503
-0.13;-9.078;3.954;-0.165;-8.877;4.164;-0.291;-0.095;-0.222;-0.004;0.015;0.021;5.0;-50.1;57.0;37.9;38.5;64.5;2.5;3.0;1006.3;35.64;42.10507;-87.84013;516.1;NaN;;33.3;44.04194;0.2;8 / 22;57025;2019-02-26 07:39:07:003
-0.018;-8.942;4.055;-0.208;-8.898;4.116;-0.078;0.105;0.082;0.001;-0.001;0.015;5.0;-50.0;57.1;37.4;39.0;65.2;2.7;3.0;1006.3;35.64;42.10507;-87.84013;512.9;NaN;;28.8;44.04194;0.8;8 / 22;57526;2019-02-26 07:39:07:504
-0.318;-8.897;4.058;-0.229;-8.883;4.148;-0.016;0.034;0.102;-0.006;0.015;0.015;5.0;-50.0;57.2;37.2;38.5;65.0;3.2;3.0;1006.3;35.64;42.10507;-87.84013;512.9;NaN;;28.8;44.04194;0.8;8 / 22;58026;2019-02-26 07:39:08:004
-0.249;-8.93;3.88;-0.25;-8.879;4.155;-0.067;0.016;-0.226;0.002;-0.004;-0.002;5.0;-49.3;57.4;37.8;37.4;64.9;3.4;3.0;1006.3;35.64;42.10507;-87.84013;512.9;NaN;;26.2;44.04194;359.0;8 / 22;58525;2019-02-26 07:39:08:503
-0.06;-9.153;4.062;-0.256;-8.928;4.05;-0.037;-0.291;-0.039;0.0;-0.001;-0.001;7.0;-49.6;57.0;37.2;38.4;65.4;3.5;3.0;1006.3;35.64;42.10507;-87.84013;512.9;NaN;;26.2;44.04194;359.0;8 / 22;59025;2019-02-26 07:39:09:003
-0.291;-8.612;4.531;-0.304;-8.836;4.242;-0.067;0.108;0.254;-0.004;-0.005;-0.006;5.0;-49.7;56.6;36.6;38.0;64.9;3.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;21.3;44.04194;357.9;8 / 22;59525;2019-02-26 07:39:09:503
-0.36;-8.629;4.468;-0.318;-8.739;4.438;0.098;0.232;0.086;-0.002;0.006;0.006;7.0;-49.9;56.7;37.0;37.5;63.2;3.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;21.3;44.04194;357.9;8 / 22;60026;2019-02-26 07:39:10:004
-0.435;-8.863;4.509;-0.318;-8.732;4.452;0.077;0.047;0.071;0.001;0.001;0.007;7.0;-49.5;56.9;37.6;36.3;62.9;4.1;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;12.4;44.04194;0.5;8 / 22;60525;2019-02-26 07:39:10:503
-0.279;-8.701;4.328;-0.322;-8.745;4.426;-0.021;0.027;-0.114;0.002;0.001;0.007;7.0;-49.9;57.1;37.0;37.3;63.1;4.1;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;12.4;44.04194;0.5;8 / 22;61025;2019-02-26 07:39:11:003
-0.364;-8.333;4.928;-0.346;-8.669;4.571;0.043;0.183;0.412;0.004;0.006;0.009;9.0;-49.5;56.9;37.4;36.6;62.8;4.3;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;7.8;44.04194;1.7;8 / 22;61525;2019-02-26 07:39:11:503
-0.296;-8.327;5.084;-0.434;-8.441;4.973;-0.019;0.22;0.071;0.001;0.004;0.01;9.0;-49.8;56.7;37.3;35.7;59.7;5.2;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;7.8;44.04194;1.7;8 / 22;62025;2019-02-26 07:39:12:003
-0.43;-8.499;4.887;-0.438;-8.42;5.008;0.135;0.001;-0.134;-0.006;-0.002;0.002;9.0;-49.4;56.6;36.8;35.2;59.1;5.1;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;4.8;44.04194;1.8;8 / 22;62527;2019-02-26 07:39:12:505
-0.365;-8.608;4.747;-0.408;-8.481;4.907;0.147;-0.227;-0.186;-0.005;0.0;0.0;9.0;-49.2;56.9;36.7;35.5;59.6;4.8;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;4.8;44.04194;1.8;8 / 22;63026;2019-02-26 07:39:13:004
-0.278;-8.608;4.745;-0.377;-8.568;4.755;0.141;0.023;-0.125;0.0;0.0;0.006;9.0;-49.5;56.9;36.8;35.9;60.8;4.6;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;4.8;44.04194;1.8;8 / 22;63525;2019-02-26 07:39:13:503
-0.383;-8.055;5.458;-0.46;-8.209;5.345;-0.043;0.136;0.144;0.001;-0.002;0.006;11.0;-49.9;57.3;36.8;35.5;57.1;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;4.8;44.04194;1.8;8 / 22;64025;2019-02-26 07:39:14:003
-0.451;-8.021;5.418;-0.467;-8.155;5.426;-0.005;0.192;0.028;-0.001;-0.001;0.005;9.0;-49.7;56.6;37.0;35.3;56.4;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;4.8;44.04194;1.8;8 / 22;64526;2019-02-26 07:39:14:504
-0.413;-8.067;5.459;-0.47;-8.135;5.457;-0.035;0.128;-0.033;-0.001;0.0;0.006;9.0;-49.4;57.0;37.0;34.7;56.1;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;4.8;44.04194;1.8;8 / 22;65025;2019-02-26 07:39:15:003
-0.42;-7.98;5.432;-0.472;-8.125;5.471;0.078;0.091;-0.015;-0.002;0.0;0.004;9.0;-49.4;57.0;37.1;34.7;56.0;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;65527;2019-02-26 07:39:15:505
-0.455;-7.949;5.413;-0.472;-8.118;5.482;0.009;0.031;-0.023;-0.002;0.0;0.005;9.0;-49.5;57.2;36.8;34.7;55.9;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;66025;2019-02-26 07:39:16:003
-0.418;-8.088;5.482;-0.473;-8.114;5.487;0.007;0.109;-0.059;-0.001;0.001;0.006;9.0;-49.4;57.2;37.0;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;66525;2019-02-26 07:39:16:503
-0.467;-8.077;5.461;-0.473;-8.111;5.492;0.016;0.117;-0.06;-0.001;0.0;0.006;9.0;-49.1;56.9;36.6;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;67026;2019-02-26 07:39:17:004
-0.497;-7.952;5.369;-0.474;-8.108;5.495;0.013;0.091;-0.032;0.0;-0.001;0.004;9.0;-49.6;57.2;36.5;35.2;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;67525;2019-02-26 07:39:17:503
-0.454;-8.098;5.479;-0.473;-8.107;5.497;-0.015;0.06;-0.018;0.0;0.0;0.005;9.0;-49.6;57.3;36.5;35.6;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;68025;2019-02-26 07:39:18:003
-0.447;-7.976;5.432;-0.472;-8.106;5.499;0.058;0.094;-0.076;-0.002;0.0;0.005;9.0;-49.3;57.1;36.7;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;68525;2019-02-26 07:39:18:503
-0.498;-7.968;5.436;-0.473;-8.106;5.499;0.009;-0.015;-0.025;0.0;0.0;0.005;9.0;-49.3;57.2;36.9;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;69026;2019-02-26 07:39:19:004
-0.43;-8.059;5.489;-0.473;-8.106;5.499;0.056;0.037;-0.038;-0.002;0.0;0.005;9.0;-49.1;57.0;36.7;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;69525;2019-02-26 07:39:19:503
-0.443;-8.017;5.441;-0.472;-8.106;5.5;0.072;0.071;-0.068;-0.001;0.001;0.005;9.0;-49.4;57.4;37.2;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;70026;2019-02-26 07:39:20:004
-0.414;-7.956;5.453;-0.472;-8.106;5.5;-0.011;-0.018;-0.037;-0.001;0.0;0.005;9.0;-49.2;57.1;36.7;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;70526;2019-02-26 07:39:20:504
-0.521;-7.988;5.423;-0.472;-8.106;5.5;0.097;0.078;-0.031;-0.004;0.0;0.004;9.0;-49.0;57.2;36.5;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;512.9;NaN;;0.0;44.04194;;8 / 22;71026;2019-02-26 07:39:21:004
-0.449;-8.082;5.466;-0.472;-8.106;5.499;0.023;0.124;-0.007;0.0;-0.001;0.005;9.0;-49.5;57.1;37.0;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;71526;2019-02-26 07:39:21:504
-0.517;-8.06;5.398;-0.473;-8.106;5.499;0.019;0.132;-0.079;-0.001;-0.001;0.005;9.0;-49.4;57.2;36.8;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;72026;2019-02-26 07:39:22:004
-0.448;-8.049;5.422;-0.473;-8.107;5.498;0.026;0.184;-0.097;-0.001;-0.001;0.005;9.0;-49.7;57.2;37.2;35.2;55.8;4.9;3.0;1006.3;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;72526;2019-02-26 07:39:22:504
-0.503;-7.954;5.428;-0.473;-8.107;5.497;-0.058;0.109;-0.077;-0.002;-0.001;0.006;9.0;-49.3;57.4;37.1;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;73025;2019-02-26 07:39:23:003
-0.463;-7.962;5.357;-0.473;-8.107;5.498;0.013;0.049;-0.023;0.0;0.001;0.006;9.0;-49.7;57.2;37.4;35.2;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;73526;2019-02-26 07:39:23:504
-0.467;-8.035;5.467;-0.473;-8.101;5.506;-0.078;0.07;-0.004;-0.002;-0.001;0.005;9.0;-49.4;57.5;37.4;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;74026;2019-02-26 07:39:24:004
-0.476;-7.998;5.513;-0.475;-8.085;5.53;0.042;0.105;0.028;-0.001;-0.002;0.004;9.0;-49.8;57.1;36.8;35.2;55.6;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;74525;2019-02-26 07:39:24:503
-0.387;-8.051;5.504;-0.476;-8.071;5.55;-0.047;0.057;0.009;-0.002;-0.002;0.002;9.0;-49.1;57.0;36.8;34.6;55.4;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;75025;2019-02-26 07:39:25:003
-0.45;-8.023;5.468;-0.476;-8.069;5.553;-0.077;0.066;-0.06;0.0;-0.002;0.005;9.0;-49.4;57.1;36.6;34.6;55.4;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;75525;2019-02-26 07:39:25:503
-0.449;-8.071;5.519;-0.477;-8.075;5.544;-0.117;0.137;-0.124;-0.001;-0.001;0.005;9.0;-49.2;57.0;36.9;34.6;55.4;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;76026;2019-02-26 07:39:26:004
-0.457;-7.976;5.413;-0.475;-8.082;5.534;-0.043;0.065;-0.052;-0.001;-0.002;0.005;9.0;-49.3;57.1;36.8;34.6;55.5;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;76525;2019-02-26 07:39:26:503
-0.532;-7.909;5.429;-0.475;-8.09;5.522;0.125;0.14;-0.082;-0.001;0.0;0.005;9.0;-49.2;57.2;37.0;34.6;55.6;4.9;3.0;1006.4;35.64;42.10507;-87.84013;516.1;NaN;;0.0;44.04194;;8 / 22;77026;2019-02-26 07:39:27:004
-0.439;-7.95;5.379;-0.474;-8.097;5.512;0.058;-0.015;-0.026;-0.001;0.0;0.005;9.0;-49.4;56.9;36.8;34.6;55.6;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;77525;2019-02-26 07:39:27:503
-0.461;-7.942;5.377;-0.473;-8.101;5.507;-0.027;0.035;-0.078;-0.001;0.0;0.006;9.0;-49.5;57.2;36.9;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;78026;2019-02-26 07:39:28:004
-0.533;-7.945;5.385;-0.472;-8.104;5.503;0.071;0.095;-0.044;0.0;0.0;0.007;9.0;-49.4;56.9;37.0;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;78525;2019-02-26 07:39:28:503
-0.505;-8.096;5.425;-0.473;-8.105;5.5;0.075;0.165;-0.107;-0.001;-0.001;0.005;9.0;-49.4;57.1;36.8;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;79025;2019-02-26 07:39:29:003
-0.529;-8.029;5.364;-0.472;-8.107;5.498;0.012;0.121;-0.02;0.0;0.001;0.005;9.0;-49.3;57.3;36.8;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;79526;2019-02-26 07:39:29:504
-0.39;-8.062;5.435;-0.472;-8.107;5.498;0.012;0.099;-0.052;0.002;0.0;0.005;9.0;-49.4;57.1;37.0;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;80025;2019-02-26 07:39:30:003
-0.463;-8.07;5.437;-0.472;-8.107;5.497;0.128;0.128;-0.035;0.001;0.001;0.004;9.0;-49.1;56.8;37.1;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;80525;2019-02-26 07:39:30:503
-0.516;-7.96;5.412;-0.472;-8.107;5.497;0.068;-0.01;-0.005;-0.002;0.0;0.006;9.0;-49.3;57.2;37.3;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;81026;2019-02-26 07:39:31:004
-0.429;-7.967;5.403;-0.472;-8.108;5.497;-0.039;0.018;-0.043;0.0;-0.002;0.005;9.0;-49.8;57.4;36.8;35.2;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;81526;2019-02-26 07:39:31:504
-0.439;-7.961;5.363;-0.473;-8.108;5.496;0.058;0.044;-0.036;-0.001;0.0;0.005;9.0;-49.4;57.5;37.4;34.4;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;82025;2019-02-26 07:39:32:003
-0.511;-7.961;5.448;-0.472;-8.108;5.495;-0.039;0.148;-0.047;-0.001;0.0;0.004;9.0;-49.4;57.1;36.9;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;82525;2019-02-26 07:39:32:503
-0.427;-7.994;5.373;-0.472;-8.109;5.495;-0.02;0.02;-0.034;-0.001;0.0;0.005;9.0;-49.3;57.1;36.9;34.7;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;83025;2019-02-26 07:39:33:003
-0.48;-8.033;5.389;-0.471;-8.109;5.495;0.103;0.109;-0.055;-0.004;0.0;0.007;9.0;-49.6;57.0;36.7;35.2;55.8;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;83526;2019-02-26 07:39:33:504
-0.615;-7.839;5.596;-0.476;-8.085;5.529;0.071;0.224;0.236;-0.001;0.001;0.005;9.0;-49.3;57.2;36.8;34.7;55.7;4.9;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;84025;2019-02-26 07:39:34:003
-0.558;-7.7;5.777;-0.508;-7.932;5.744;-0.063;0.107;0.001;-0.001;0.001;0.007;11.0;-49.0;57.0;37.1;34.3;54.2;5.0;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;84525;2019-02-26 07:39:34:503
-0.504;-7.718;5.709;-0.512;-7.91;5.774;0.092;-0.018;-0.052;-0.001;0.001;0.009;9.0;-48.8;57.4;36.9;34.2;53.8;5.1;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;85026;2019-02-26 07:39:35:004
-0.572;-7.737;5.726;-0.522;-7.894;5.795;0.115;0.04;-0.063;-0.004;-0.001;0.006;9.0;-49.6;57.1;37.1;34.7;53.7;5.2;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;85525;2019-02-26 07:39:35:503
-0.735;-7.787;5.691;-0.537;-7.894;5.794;0.022;-0.03;-0.018;0.004;0.001;0.013;9.0;-49.6;56.6;37.1;34.7;53.6;5.2;3.0;1006.4;35.64;42.10507;-87.84013;519.4;NaN;;0.0;44.04194;;8 / 22;86026;2019-02-26 07:39:36:004
-0.511;-7.976;5.583;-0.559;-7.924;5.751;0.166;0.169;-0.128;0.0;-0.005;0.0;9.0;-49.3;56.9;37.0;34.0;53.8;5.5;3.0;1006.4;35.64;42.10507;-87.84013;532.3;NaN;;2.4;44.04194;358.3;8 / 22;86525;2019-02-26 07:39:36:503
-0.614;-8.04;5.3;-0.566;-8.075;5.536;0.163;0.03;-0.117;0.005;-0.016;0.004;9.0;-49.4;56.9;36.8;34.1;55.2;5.6;3.0;1006.4;35.64;42.10507;-87.84013;532.3;NaN;;2.4;44.04194;358.3;8 / 22;87025;2019-02-26 07:39:37:003
-0.607;-7.761;5.697;-0.544;-8.045;5.581;-0.05;0.102;0.114;-0.002;0.0;0.0;9.0;-49.7;57.5;37.1;34.8;55.5;5.5;3.0;1006.5;35.64;42.10507;-87.84013;532.3;NaN;;3.2;44.04194;358.3;8 / 22;87526;2019-02-26 07:39:37:504
